name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Margoa,02h 00m,16:00,18:00,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 160437,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,17:30,18:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159022,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,08:00,08:25,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159654,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,08:15,08:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159023,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:15,10:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:30,11:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,10:30,12:30,INR400,47Seats available,4.94
Kadamba Transport Corporation Limited  (KTCL)  - 159657,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:15,11:45,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158988,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:30,12:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159021,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,12:00,12:30,INR200,48Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,12:30,14:30,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,Panjim,00h 55m,12:30,13:25,INR200,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 160438,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,13:30,14:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,16:00,16:25,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Margoa,02h 00m,16:00,18:00,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 160437,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,17:30,18:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159022,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,08:00,08:25,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159654,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,08:15,08:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159023,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:15,10:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:30,11:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,10:30,12:30,INR400,47Seats available,4.94
Kadamba Transport Corporation Limited  (KTCL)  - 159657,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:15,11:45,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158988,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:30,12:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159021,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,12:00,12:30,INR200,48Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,12:30,14:30,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,Panjim,00h 55m,12:30,13:25,INR200,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 160438,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,13:30,14:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,16:00,16:25,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Margoa,02h 00m,16:00,18:00,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 160437,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,17:30,18:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159022,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,08:00,08:25,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159654,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,08:15,08:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159023,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:15,10:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:30,11:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,10:30,12:30,INR400,47Seats available,4.94
Kadamba Transport Corporation Limited  (KTCL)  - 159657,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:15,11:45,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158988,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:30,12:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159021,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,12:00,12:30,INR200,48Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,12:30,14:30,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,Panjim,00h 55m,12:30,13:25,INR200,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 160438,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,13:30,14:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,16:00,16:25,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Margoa,02h 00m,16:00,18:00,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 160437,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,17:30,18:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159022,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,08:00,08:25,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159654,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,08:15,08:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159023,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:15,10:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:30,11:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,10:30,12:30,INR400,47Seats available,4.94
Kadamba Transport Corporation Limited  (KTCL)  - 159657,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:15,11:45,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158988,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:30,12:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159021,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,12:00,12:30,INR200,48Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,12:30,14:30,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,Panjim,00h 55m,12:30,13:25,INR200,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 160438,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,13:30,14:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,16:00,16:25,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Margoa,02h 00m,16:00,18:00,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 160437,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,17:30,18:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159022,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,08:00,08:25,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159654,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,08:15,08:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159023,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:15,10:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:30,11:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,10:30,12:30,INR400,47Seats available,4.94
Kadamba Transport Corporation Limited  (KTCL)  - 159657,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:15,11:45,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158988,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:30,12:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159021,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,12:00,12:30,INR200,48Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,12:30,14:30,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,Panjim,00h 55m,12:30,13:25,INR200,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 160438,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,13:30,14:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,16:00,16:25,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Margoa,02h 00m,16:00,18:00,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 160437,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,17:30,18:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159022,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,08:00,08:25,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159654,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,08:15,08:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159023,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:15,10:45,INR150,42Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,10:30,11:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159664,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,10:30,12:30,INR400,47Seats available,4.94
Kadamba Transport Corporation Limited  (KTCL)  - 159657,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:15,11:45,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158988,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,11:30,12:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159021,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,12:00,12:30,INR200,48Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,"Kadamba Bus stand, Margoa",02h 00m,12:30,14:30,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 158996,1-Mopa Airport to Goa,Manohar International Airport,Panjim,00h 55m,12:30,13:25,INR200,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 160438,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,13:30,14:00,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 25m,16:00,16:25,INR150,47Seats available,3.7
Kadamba Transport Corporation Limited  (KTCL)  - 159015,1-Mopa Airport to Goa,Manohar International Airport,Margoa,02h 00m,16:00,18:00,INR400,47Seats available,4.9
Kadamba Transport Corporation Limited  (KTCL)  - 160437,1-Mopa Airport to Goa,Manohar International Airport,Mapusa,00h 30m,17:30,18:00,INR150,47Seats available,3.7
name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
Kadamba Transport Corporation Limited  (KTCL)  - 6006,1-Shirdi to Goa,Bus Stand,Mapusa,15h 51m,14:30,06:21,INR1200,32Seats available,3.520
PSR Travels Goa,1-Shirdi to Goa,Hotel Holiday Park,Malpe,15h 00m,18:00,09:00,INR1199,8Seats available,3.7108
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Mapusa,19h 00m,14:30,09:30,INR1250,22Seats available,3.444
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Madgaon,17h 00m,15:00,08:00,INR1450,24Seats available,2.519
Humsafar Travels,1-Shirdi to Goa,"Om Sairam Travels,Shirdi Near...",Panjim Behind Ktc Bus Stand (HT,18h 45m,14:30,09:15,INR1250,21Seats available,3.9
name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
Kadamba Transport Corporation Limited  (KTCL)  - 8355,1-Goa to Shivamogga,Panjim,KSRTC BUS STAND,10h 03m,15:00,01:03,INR450,38Seats available,1.54
Sea Bird Tourist,1-Goa to Shivamogga,Panjim,Shimoga,09h 00m,17:30,02:30,INR700,27Seats available,4.110
